DATE,CLOSE,SPREAD,VOLUME,UNEMP %,OIL PRICE,NEW HOMES,NEW CARS SOLD,RETAIL SALES,FED INTRST %,CSI
2012-04-01,13213.629883,586.5507820000003,2574900000.0,8.2,119.75,753.0,14.8,356669.0,0.14,76.4
2012-05-01,12393.450195,1027.1005860000005,3050000000.0,8.2,110.34,708.0,14.5,356057.0,0.16,79.3
2012-06-01,12880.089844,863.8505860000005,2923670000.0,8.2,95.16,757.0,14.5,352240.0,0.16,73.2
2012-07-01,13008.679688,636.3896480000003,2578110000.0,8.2,102.62,740.0,14.4,353671.0,0.16,72.3
2012-08-01,13090.839844,551.859375,2267280000.0,8.1,113.36,754.0,14.4,358149.0,0.13,74.3
2012-09-01,13437.129883000001,676.1503900000007,2701270000.0,7.8,112.86,847.0,15.1,361618.0,0.14,78.3
2012-10-01,13096.459961,644.4999999999982,2472600000.0,7.8,111.71,915.0,14.8,362081.0,0.16,82.6
2012-11-01,13025.580078,819.2597659999992,2683930000.0,7.7,109.06,833.0,15.5,362959.0,0.16,82.7
2012-12-01,13104.139648,481.9707039999994,2666750000.0,7.9,109.49,976.0,15.5,364585.0,0.16,72.9
2013-01-01,13860.580078,865.6904290000002,2786680000.0,8.0,112.96,888.0,15.8,367229.0,0.14,73.8
2013-02-01,14054.490234,365.140625,2487580000.0,7.7,116.05,970.0,16.0,371742.0,0.15,77.6
2013-03-01,14578.540038999998,647.5,2546320000.0,7.5,108.47,999.0,15.8,368806.0,0.14,78.6
2013-04-01,14839.799805,453.08007799999905,2920230000.0,7.6,102.25,826.0,15.8,367944.0,0.15,76.4
2013-05-01,15115.570313,855.3505859999987,2771510000.0,7.5,102.56,920.0,15.7,369297.0,0.11,84.5
2013-06-01,14909.599609,788.8203130000002,2929040000.0,7.5,102.92,852.0,16.1,371097.0,0.09,84.1
2013-07-01,15499.540038999998,775.390625,2623130000.0,7.3,107.93,891.0,16.0,373235.0,0.09,85.1
2013-08-01,14810.30957,898.0195320000003,2327660000.0,7.2,111.28,898.0,16.0,372370.0,0.08,82.1
2013-09-01,15129.669922,932.0996090000008,2371540000.0,7.2,111.6,860.0,15.5,372188.0,0.08,77.5
2013-10-01,15545.75,1001.5703119999998,2206620000.0,7.2,109.08,921.0,15.7,373677.0,0.09,73.2
2013-11-01,16086.410156,652.330077999999,1820260000.0,6.9,107.79,1104.0,16.5,374102.0,0.08,75.1
2013-12-01,16576.660156,884.4599610000023,2057160000.0,6.7,110.76,1010.0,15.8,376786.0,0.09,82.5
2014-01-01,15698.849609,955.5205079999996,2177040000.0,6.6,108.12,902.0,15.7,373079.0,0.07,81.2
2014-02-01,16321.709961000002,1058.2587889999977,2067820000.0,6.7,108.9,948.0,16.0,377749.0,0.07,81.6
2014-03-01,16457.660156,458.7089849999975,2095940000.0,6.7,107.48,973.0,17.2,382663.0,0.08,80.0
2014-04-01,16580.839844,616.3105460000006,1986960000.0,6.3,107.76,1038.0,16.7,386533.0,0.09,84.1
2014-05-01,16717.169922,394.20996099999866,1643160000.0,6.3,109.54,987.0,17.1,386798.0,0.09,81.9
2014-06-01,16826.599609,304.3691400000025,1755480000.0,6.1,111.8,928.0,17.4,387342.0,0.1,82.5
2014-07-01,16563.300781,588.2597659999992,1690880000.0,6.2,106.77,1085.0,17.0,387623.0,0.09,81.8
2014-08-01,17098.449219,820.0205080000032,1482600000.0,6.2,101.61,984.0,17.7,391162.0,0.09,82.5
2014-09-01,17042.900391,416.21093699999983,1870550000.0,5.9,97.09,999.0,16.7,389808.0,0.09,84.6
2014-10-01,17390.519531,1540.4189460000016,2903240000.0,5.7,87.43,1094.0,16.7,390708.0,0.09,86.9
2014-11-01,17828.240234,616.470702999999,1516490000.0,5.8,79.44,994.0,17.2,392405.0,0.09,88.8
2014-12-01,17823.070313,1035.859375,2216900000.0,5.6,62.34,1081.0,17.1,388894.0,0.12,93.6
2015-01-01,17164.949219,815.4785159999992,2173260000.0,5.7,47.76,1101.0,17.1,385630.0,0.11,98.1
2015-02-01,18132.699219,1206.6210930000016,1751250000.0,5.5,58.1,887.0,16.8,383816.0,0.11,95.4
2015-03-01,17776.119141,709.361327999999,2470480000.0,5.5,55.89,974.0,17.9,391247.0,0.11,93.0
2015-04-01,17840.519531,590.5507810000017,2174880000.0,5.4,59.52,1200.0,17.4,390624.0,0.12,95.9
2015-05-01,18010.679688,618.2402340000008,1832450000.0,5.5,64.08,1066.0,18.1,394564.0,0.12,90.7
2015-06-01,17619.509766,612.310547000001,2219240000.0,5.3,61.48,1201.0,17.8,394465.0,0.13,96.1
2015-07-01,17689.859375,737.9492189999983,2034220000.0,5.2,56.56,1140.0,18.0,397256.0,0.13,93.1
2015-08-01,16528.029297,2334.4296879999984,2726340000.0,5.1,46.52,1134.0,18.2,397197.0,0.14,91.9
2015-09-01,16284.700195,991.0595710000016,2724080000.0,5.0,47.62,1209.0,18.4,397083.0,0.14,87.2
2015-10-01,17663.539063,1786.3007820000003,2605470000.0,5.0,48.43,1059.0,18.4,395853.0,0.12,90.0
2015-11-01,17719.919922,767.4199210000006,2334610000.0,5.0,44.27,1176.0,18.4,397463.0,0.12,91.3
2015-12-01,17425.029297,784.8496090000008,2521440000.0,5.0,38.01,1138.0,17.6,398762.0,0.24,92.6
2016-01-01,16466.300781,1954.9208989999988,2844080000.0,4.9,30.7,1123.0,18.1,395246.0,0.34,92.0
2016-02-01,16516.5,1292.970702999999,2491810000.0,4.9,32.18,1209.0,18.0,396930.0,0.38,91.7
2016-03-01,17685.089844,1244.439452999999,2407750000.0,5.0,38.21,1128.0,17.2,397086.0,0.36,91.0
2016-04-01,17773.640625,683.4003900000025,2096650000.0,5.0,41.58,1164.0,17.9,399739.0,0.37,89.0
2016-05-01,17787.199219,603.5390619999998,1879010000.0,4.7,46.74,1119.0,17.6,401076.0,0.37,94.7
2016-06-01,17929.990234,952.919922000001,2350020000.0,4.9,48.25,1190.0,17.4,405580.0,0.38,93.5
2016-07-01,18432.240234,908.560547000001,1816520000.0,4.9,44.95,1223.0,18.1,404835.0,0.39,90.0
2016-08-01,18400.880859,474.82031199999983,1695750000.0,4.9,45.84,1164.0,17.5,404897.0,0.4,89.8
2016-09-01,18308.150391,559.328125,2101120000.0,5.0,46.57,1062.0,18.0,407368.0,0.4,91.2
2016-10-01,18142.419922,440.0117190000019,1793690000.0,4.9,49.52,1328.0,18.2,410517.0,0.4,87.2
2016-11-01,19123.580078,1341.7285159999992,2107770000.0,4.6,44.73,1149.0,17.9,409616.0,0.41,93.8
2016-12-01,19762.599609,848.8417960000006,5952470000.0,4.7,53.31,1268.0,18.4,413796.0,0.54,98.2
2017-01-01,19864.089844,447.640625,6482450000.0,4.8,54.58,1236.0,17.7,418247.0,0.65,98.5
2017-02-01,20812.240234,1020.2402340000008,6185580000.0,4.7,54.87,1288.0,17.7,416196.0,0.66,96.3
2017-03-01,20663.220703,756.3085939999983,6941970000.0,4.5,51.59,1189.0,17.1,416718.0,0.79,96.9
2017-04-01,20940.509766,691.3496099999975,5392630000.0,4.4,52.31,1154.0,17.4,418413.0,0.9,97.0
2017-05-01,21008.650391,558.8710940000019,6613570000.0,4.3,50.33,1129.0,17.1,418381.0,0.91,97.1
2017-06-01,21349.630859,540.8085940000019,7214590000.0,4.3,46.37,1217.0,17.0,418025.0,1.04,95.0
2017-07-01,21891.119141,650.5,5569720000.0,4.3,48.48,1185.0,17.1,420258.0,1.15,93.4
2017-08-01,21948.099609,578.7695310000017,6150060000.0,4.4,51.7,1172.0,16.4,419882.0,1.16,96.8
2017-09-01,22405.089844,709.8789069999984,6342130000.0,4.2,56.15,1159.0,18.9,429623.0,1.15,95.1
2017-10-01,23377.240234,1069.25,7302910000.0,4.1,57.51,1261.0,18.4,432584.0,1.15,100.7
2017-11-01,24272.349609,1085.0703130000002,7335640000.0,4.1,62.71,1299.0,17.9,436032.0,1.16,98.5
2017-12-01,24719.220703,954.169922000001,6589890000.0,4.1,64.37,1209.0,18.2,435673.0,1.3,95.9
